experiment_id,tag,target,model_spec,seed,model,hypothesis,features,calibration,n_train,n_val,n_test,pos_train,pos_val,pos_test,train_weeks,val_weeks,test_weeks,n_features,n_trees,pr_auc,roc_auc,pr_auc_cal,roc_auc_cal,precision,recall,brier,n_unique_pred,status,stage
dev|rt_new_stress|B+P2_concentration|seed606,dev,rt_new_stress,B+P2_concentration,606,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Mean peer stress cannot distinguish one severe peer from several mild ones; max/count/HHI restore that structure.,54 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,68.0,24.0,15.0,1-78,87-118,127-156,54.0,4.0,0.1669937065253395,0.6719399249061326,0.1669937065253395,0.6719399249061326,0.0416666666666666,0.2,0.0012295453030136,49.0,ok,research_validation
dev|rt_new_stress|B+P3_persistence|seed606,dev,rt_new_stress,B+P3_persistence,606,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",A peer stressed for several consecutive weeks drains the group pot cumulatively; decay and velocity capture duration the contemporaneous mean discards.,53 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,68.0,24.0,15.0,1-78,87-118,127-156,53.0,3.0,0.1572238110652018,0.6970769016826589,0.1572238110652018,0.697076901682659,0.0416666666666666,0.2,0.0012323353953597,43.0,ok,research_validation
dev|rt_new_stress|B+P4_dest_fragility|seed606,dev,rt_new_stress,B+P4_dest_fragility,606,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Absolute buffer adequacy (buffer / obligation) measures capacity to absorb a liability call; B only has a RELATIVE wealth share.,53 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,68.0,24.0,15.0,1-78,87-118,127-156,53.0,3.0,0.1572238110652018,0.6970769016826589,0.1572238110652018,0.6970769016826589,0.0416666666666666,0.2,0.0012323353953597,42.0,ok,research_validation
dev|rt_new_stress|B+P5_process|seed606,dev,rt_new_stress,B+P5_process,606,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","Propagation as a process: source stress x contractual channel x persistence x destination vulnerability, in one interpretable scalar.",52 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,68.0,24.0,15.0,1-78,87-118,127-156,52.0,61.0,0.1271863282932288,0.8714170490891392,0.1271863282932288,0.8714170490891392,0.0566037735849056,0.2,0.0012181391989087,353.0,ok,research_validation
dev|rt_new_stress|B+P6_full|seed606,dev,rt_new_stress,B+P6_full,606,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",All research propagation features together; upper bound on what this family can contribute.,61 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,68.0,24.0,15.0,1-78,87-118,127-156,61.0,29.0,0.1590095550893821,0.7626811291892645,0.1590095550893821,0.7626811291892645,0.073170731707317,0.4,0.0012299836721981,383.0,ok,research_validation
dev|propagation_vulnerability|A|seed707,dev,propagation_vulnerability,A,707,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Individual financial features only; no peer/network context. Lower bound.,43 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B|seed707,dev,propagation_vulnerability,B,707,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","Individual + network context (M2C Model B, 51 features). The baseline to beat.",51 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P0_m2c_exposure|seed707,dev,propagation_vulnerability,B+P0_m2c_exposure,707,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","M2C Model C. Exposure = peer_predicted_stress_mean * borrower_liability_share; both factors already in B, so no new information is expected.",52 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P1_liab_channel|seed707,dev,propagation_vulnerability,B+P1_liab_channel,707,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Routing peer stress through the CONTRACTUAL liability weight (the generator transmission channel) rather than a wealth share should add information B lacks.,52 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P2_concentration|seed707,dev,propagation_vulnerability,B+P2_concentration,707,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Mean peer stress cannot distinguish one severe peer from several mild ones; max/count/HHI restore that structure.,54 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P3_persistence|seed707,dev,propagation_vulnerability,B+P3_persistence,707,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",A peer stressed for several consecutive weeks drains the group pot cumulatively; decay and velocity capture duration the contemporaneous mean discards.,53 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P4_dest_fragility|seed707,dev,propagation_vulnerability,B+P4_dest_fragility,707,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Absolute buffer adequacy (buffer / obligation) measures capacity to absorb a liability call; B only has a RELATIVE wealth share.,53 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P5_process|seed707,dev,propagation_vulnerability,B+P5_process,707,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","Propagation as a process: source stress x contractual channel x persistence x destination vulnerability, in one interpretable scalar.",52 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P6_full|seed707,dev,propagation_vulnerability,B+P6_full,707,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",All research propagation features together; upper bound on what this family can contribute.,61 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|rt_new_stress|A|seed707,dev,rt_new_stress,A,707,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Individual financial features only; no peer/network context. Lower bound.,43 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,54.0,26.0,12.0,1-78,87-118,127-156,43.0,20.0,0.1882706980180827,0.4980605605605606,0.1882706980180827,0.4980605605605606,0.1304347826086956,0.25,0.0009935066525258,108.0,ok,research_validation
dev|rt_new_stress|B|seed707,dev,rt_new_stress,B,707,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","Individual + network context (M2C Model B, 51 features). The baseline to beat.",51 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,54.0,26.0,12.0,1-78,87-118,127-156,51.0,27.0,0.0689631878418378,0.498998998998999,0.0689631878418378,0.498998998998999,0.1111111111111111,0.25,0.0009904298648415,113.0,ok,research_validation
dev|rt_new_stress|B+P0_m2c_exposure|seed707,dev,rt_new_stress,B+P0_m2c_exposure,707,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","M2C Model C. Exposure = peer_predicted_stress_mean * borrower_liability_share; both factors already in B, so no new information is expected.",52 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,54.0,26.0,12.0,1-78,87-118,127-156,52.0,39.0,0.1078890736886148,0.4578432599265932,0.1078890736886148,0.4578432599265932,0.0526315789473684,0.25,0.0009686869963225,183.0,ok,research_validation
dev|rt_new_stress|B+P1_liab_channel|seed707,dev,rt_new_stress,B+P1_liab_channel,707,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Routing peer stress through the CONTRACTUAL liability weight (the generator transmission channel) rather than a wealth share should add information B lacks.,52 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,54.0,26.0,12.0,1-78,87-118,127-156,52.0,27.0,0.0689618924119714,0.4979562896229563,0.0689618924119714,0.4979562896229563,0.1111111111111111,0.25,0.0009903639835567,114.0,ok,research_validation
dev|rt_new_stress|B+P2_concentration|seed707,dev,rt_new_stress,B+P2_concentration,707,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Mean peer stress cannot distinguish one severe peer from several mild ones; max/count/HHI restore that structure.,54 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,54.0,26.0,12.0,1-78,87-118,127-156,54.0,30.0,0.0689314351745438,0.4772480814147481,0.0689314351745438,0.4772480814147481,0.1111111111111111,0.25,0.0009852828613964,125.0,ok,research_validation
dev|rt_new_stress|B+P3_persistence|seed707,dev,rt_new_stress,B+P3_persistence,707,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",A peer stressed for several consecutive weeks drains the group pot cumulatively; decay and velocity capture duration the contemporaneous mean discards.,53 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,54.0,26.0,12.0,1-78,87-118,127-156,53.0,70.0,0.2105275970214564,0.7273349738627516,0.2105275970214564,0.7273349738627516,0.2727272727272727,0.25,0.000974424987843,856.0,ok,research_validation
dev|rt_new_stress|B+P4_dest_fragility|seed707,dev,rt_new_stress,B+P4_dest_fragility,707,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Absolute buffer adequacy (buffer / obligation) measures capacity to absorb a liability call; B only has a RELATIVE wealth share.,53 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,54.0,26.0,12.0,1-78,87-118,127-156,53.0,30.0,0.0689510156071235,0.4900316983650317,0.0689510156071235,0.4900316983650317,0.1111111111111111,0.25,0.0009851660336584,117.0,ok,research_validation
dev|rt_new_stress|B+P5_process|seed707,dev,rt_new_stress,B+P5_process,707,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","Propagation as a process: source stress x contractual channel x persistence x destination vulnerability, in one interpretable scalar.",52 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,54.0,26.0,12.0,1-78,87-118,127-156,52.0,27.0,0.0608216053156246,0.8181619119119119,0.0608216053156246,0.8181619119119119,0.1071428571428571,0.25,0.0009942662625893,81.0,ok,research_validation
dev|rt_new_stress|B+P6_full|seed707,dev,rt_new_stress,B+P6_full,707,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",All research propagation features together; upper bound on what this family can contribute.,61 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,54.0,26.0,12.0,1-78,87-118,127-156,61.0,19.0,0.201121341106461,0.7660542486931375,0.201121341106461,0.7660542486931375,0.2142857142857142,0.25,0.0009777916446441,66.0,ok,research_validation
dev|propagation_vulnerability|A|seed808,dev,propagation_vulnerability,A,808,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Individual financial features only; no peer/network context. Lower bound.,43 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B|seed808,dev,propagation_vulnerability,B,808,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","Individual + network context (M2C Model B, 51 features). The baseline to beat.",51 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P0_m2c_exposure|seed808,dev,propagation_vulnerability,B+P0_m2c_exposure,808,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","M2C Model C. Exposure = peer_predicted_stress_mean * borrower_liability_share; both factors already in B, so no new information is expected.",52 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P1_liab_channel|seed808,dev,propagation_vulnerability,B+P1_liab_channel,808,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Routing peer stress through the CONTRACTUAL liability weight (the generator transmission channel) rather than a wealth share should add information B lacks.,52 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P2_concentration|seed808,dev,propagation_vulnerability,B+P2_concentration,808,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Mean peer stress cannot distinguish one severe peer from several mild ones; max/count/HHI restore that structure.,54 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P3_persistence|seed808,dev,propagation_vulnerability,B+P3_persistence,808,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",A peer stressed for several consecutive weeks drains the group pot cumulatively; decay and velocity capture duration the contemporaneous mean discards.,53 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P4_dest_fragility|seed808,dev,propagation_vulnerability,B+P4_dest_fragility,808,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Absolute buffer adequacy (buffer / obligation) measures capacity to absorb a liability call; B only has a RELATIVE wealth share.,53 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P5_process|seed808,dev,propagation_vulnerability,B+P5_process,808,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","Propagation as a process: source stress x contractual channel x persistence x destination vulnerability, in one interpretable scalar.",52 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P6_full|seed808,dev,propagation_vulnerability,B+P6_full,808,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",All research propagation features together; upper bound on what this family can contribute.,61 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|rt_new_stress|A|seed808,dev,rt_new_stress,A,808,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Individual financial features only; no peer/network context. Lower bound.,43 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,30.0,12.0,20.0,1-78,87-118,127-156,43.0,1.0,0.1210711416584843,0.7173121869782971,0.1210711416584843,0.7173121869782971,0.2580645161290322,0.4,0.0016522625901684,8.0,ok,research_validation
dev|rt_new_stress|B|seed808,dev,rt_new_stress,B,808,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","Individual + network context (M2C Model B, 51 features). The baseline to beat.",51 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,30.0,12.0,20.0,1-78,87-118,127-156,51.0,8.0,0.0693031323276284,0.6642821368948246,0.0693031323276284,0.6642821368948247,0.1320754716981132,0.35,0.0016642383031327,77.0,ok,research_validation
dev|rt_new_stress|B+P0_m2c_exposure|seed808,dev,rt_new_stress,B+P0_m2c_exposure,808,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","M2C Model C. Exposure = peer_predicted_stress_mean * borrower_liability_share; both factors already in B, so no new information is expected.",52 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,30.0,12.0,20.0,1-78,87-118,127-156,52.0,8.0,0.0693031323276284,0.6642821368948246,0.0693031323276284,0.6642821368948247,0.1320754716981132,0.35,0.0016642383031327,77.0,ok,research_validation
dev|rt_new_stress|B+P1_liab_channel|seed808,dev,rt_new_stress,B+P1_liab_channel,808,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Routing peer stress through the CONTRACTUAL liability weight (the generator transmission channel) rather than a wealth share should add information B lacks.,52 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,30.0,12.0,20.0,1-78,87-118,127-156,52.0,8.0,0.0693031323276284,0.6642821368948246,0.0693031323276284,0.6642821368948247,0.1320754716981132,0.35,0.0016642383031327,77.0,ok,research_validation
dev|rt_new_stress|B+P2_concentration|seed808,dev,rt_new_stress,B+P2_concentration,808,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Mean peer stress cannot distinguish one severe peer from several mild ones; max/count/HHI restore that structure.,54 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,30.0,12.0,20.0,1-78,87-118,127-156,54.0,8.0,0.0693031323276284,0.6642821368948246,0.0693031323276284,0.6642821368948247,0.1320754716981132,0.35,0.0016642383031327,77.0,ok,research_validation
dev|rt_new_stress|B+P3_persistence|seed808,dev,rt_new_stress,B+P3_persistence,808,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",A peer stressed for several consecutive weeks drains the group pot cumulatively; decay and velocity capture duration the contemporaneous mean discards.,53 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,30.0,12.0,20.0,1-78,87-118,127-156,53.0,8.0,0.0693031323276284,0.6642821368948246,0.0693031323276284,0.6642821368948247,0.1320754716981132,0.35,0.0016642383031327,77.0,ok,research_validation
dev|rt_new_stress|B+P4_dest_fragility|seed808,dev,rt_new_stress,B+P4_dest_fragility,808,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Absolute buffer adequacy (buffer / obligation) measures capacity to absorb a liability call; B only has a RELATIVE wealth share.,53 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,30.0,12.0,20.0,1-78,87-118,127-156,53.0,8.0,0.0693031323276284,0.6642821368948246,0.0693031323276284,0.6642821368948247,0.1320754716981132,0.35,0.0016642383031453,77.0,ok,research_validation
dev|rt_new_stress|B+P5_process|seed808,dev,rt_new_stress,B+P5_process,808,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","Propagation as a process: source stress x contractual channel x persistence x destination vulnerability, in one interpretable scalar.",52 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,30.0,12.0,20.0,1-78,87-118,127-156,52.0,8.0,0.0693031323276284,0.6642821368948246,0.0693031323276284,0.6642821368948247,0.1320754716981132,0.35,0.0016642383031327,77.0,ok,research_validation
dev|rt_new_stress|B+P6_full|seed808,dev,rt_new_stress,B+P6_full,808,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",All research propagation features together; upper bound on what this family can contribute.,61 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,30.0,12.0,20.0,1-78,87-118,127-156,61.0,1.0,0.0979038599146262,0.7210141903171954,0.0979038599146262,0.7210141903171954,0.2580645161290322,0.4,0.0016508559350417,7.0,ok,research_validation
dev|propagation_vulnerability|A|seed909,dev,propagation_vulnerability,A,909,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Individual financial features only; no peer/network context. Lower bound.,43 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,19.0,4.0,8.0,1-78,87-118,127-156,43.0,1.0,0.3206521739130434,0.9918018262174784,0.31275,0.8103996414276184,0.2083333333333333,0.625,0.0006659547842212,6.0,ok,research_validation
dev|propagation_vulnerability|B|seed909,dev,propagation_vulnerability,B,909,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","Individual + network context (M2C Model B, 51 features). The baseline to beat.",51 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,19.0,4.0,8.0,1-78,87-118,127-156,51.0,1.0,0.3129073872895165,0.7730309789859907,0.31275,0.7005451551034023,0.0209205020920502,0.625,0.0006659781323162,7.0,ok,research_validation
dev|propagation_vulnerability|B+P0_m2c_exposure|seed909,dev,propagation_vulnerability,B+P0_m2c_exposure,909,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","M2C Model C. Exposure = peer_predicted_stress_mean * borrower_liability_share; both factors already in B, so no new information is expected.",52 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,19.0,4.0,8.0,1-78,87-118,127-156,52.0,1.0,0.3129073872895165,0.7730309789859907,0.31275,0.7005451551034023,0.0209205020920502,0.625,0.0006659781323162,7.0,ok,research_validation
dev|propagation_vulnerability|B+P1_liab_channel|seed909,dev,propagation_vulnerability,B+P1_liab_channel,909,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Routing peer stress through the CONTRACTUAL liability weight (the generator transmission channel) rather than a wealth share should add information B lacks.,52 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,19.0,4.0,8.0,1-78,87-118,127-156,52.0,1.0,0.3129073872895165,0.7730309789859907,0.31275,0.7005451551034023,0.0209205020920502,0.625,0.0006659781323162,7.0,ok,research_validation
dev|propagation_vulnerability|B+P2_concentration|seed909,dev,propagation_vulnerability,B+P2_concentration,909,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Mean peer stress cannot distinguish one severe peer from several mild ones; max/count/HHI restore that structure.,54 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,19.0,4.0,8.0,1-78,87-118,127-156,54.0,1.0,0.3129073872895165,0.7730309789859907,0.31275,0.7005451551034023,0.0209205020920502,0.625,0.0006659781323162,7.0,ok,research_validation
dev|propagation_vulnerability|B+P3_persistence|seed909,dev,propagation_vulnerability,B+P3_persistence,909,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",A peer stressed for several consecutive weeks drains the group pot cumulatively; decay and velocity capture duration the contemporaneous mean discards.,53 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,19.0,4.0,8.0,1-78,87-118,127-156,53.0,1.0,0.3128996802557953,0.7685905186791193,0.31275,0.701717811874583,0.0304878048780487,0.625,0.0006659689301405,8.0,ok,research_validation
dev|propagation_vulnerability|B+P4_dest_fragility|seed909,dev,propagation_vulnerability,B+P4_dest_fragility,909,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Absolute buffer adequacy (buffer / obligation) measures capacity to absorb a liability call; B only has a RELATIVE wealth share.,53 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,19.0,4.0,8.0,1-78,87-118,127-156,53.0,1.0,0.3129073872895165,0.7730309789859907,0.31275,0.7005451551034023,0.0209205020920502,0.625,0.0006659781323162,7.0,ok,research_validation
dev|propagation_vulnerability|B+P5_process|seed909,dev,propagation_vulnerability,B+P5_process,909,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","Propagation as a process: source stress x contractual channel x persistence x destination vulnerability, in one interpretable scalar.",52 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,19.0,4.0,8.0,1-78,87-118,127-156,52.0,1.0,0.3129073872895165,0.7730309789859907,0.31275,0.7005451551034023,0.0209205020920502,0.625,0.0006659781323162,7.0,ok,research_validation
dev|propagation_vulnerability|B+P6_full|seed909,dev,propagation_vulnerability,B+P6_full,909,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",All research propagation features together; upper bound on what this family can contribute.,61 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,19.0,4.0,8.0,1-78,87-118,127-156,61.0,1.0,0.31275,0.7074091060707138,0.31275,0.7108019929953302,0.0069060773480662,0.625,0.0006659792772845,7.0,ok,research_validation
dev|rt_new_stress|A|seed909,dev,rt_new_stress,A,909,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Individual financial features only; no peer/network context. Lower bound.,43 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,60.0,24.0,28.0,1-78,87-118,127-156,43.0,1.0,0.1395094032229656,0.5959441076798244,0.1395094032229656,0.5959441076798244,0.4166666666666667,0.3571428571428571,0.0022380145387674,5.0,ok,research_validation
dev|rt_new_stress|B|seed909,dev,rt_new_stress,B,909,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","Individual + network context (M2C Model B, 51 features). The baseline to beat.",51 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,60.0,24.0,28.0,1-78,87-118,127-156,51.0,4.0,0.2540916732100891,0.5661528685981576,0.2540916732100891,0.5661528685981576,0.4166666666666667,0.3571428571428571,0.002306535697522,55.0,ok,research_validation
dev|rt_new_stress|B+P0_m2c_exposure|seed909,dev,rt_new_stress,B+P0_m2c_exposure,909,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","M2C Model C. Exposure = peer_predicted_stress_mean * borrower_liability_share; both factors already in B, so no new information is expected.",52 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,60.0,24.0,28.0,1-78,87-118,127-156,52.0,16.0,0.3626908374550675,0.6972340222423751,0.3626908374550675,0.6972340222423751,0.4166666666666667,0.3571428571428571,0.0022750249135046,140.0,ok,research_validation
dev|rt_new_stress|B+P1_liab_channel|seed909,dev,rt_new_stress,B+P1_liab_channel,909,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Routing peer stress through the CONTRACTUAL liability weight (the generator transmission channel) rather than a wealth share should add information B lacks.,52 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,60.0,24.0,28.0,1-78,87-118,127-156,52.0,14.0,0.3569999854302972,0.6496825927163381,0.3569999854302972,0.6496825927163381,0.4166666666666667,0.3571428571428571,0.0022755867962659,167.0,ok,research_validation
dev|rt_new_stress|B+P2_concentration|seed909,dev,rt_new_stress,B+P2_concentration,909,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Mean peer stress cannot distinguish one severe peer from several mild ones; max/count/HHI restore that structure.,54 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,60.0,24.0,28.0,1-78,87-118,127-156,54.0,4.0,0.2540916732100891,0.5661528685981576,0.2540916732100891,0.5661528685981576,0.4166666666666667,0.3571428571428571,0.002306536215466,54.0,ok,research_validation
dev|rt_new_stress|B+P3_persistence|seed909,dev,rt_new_stress,B+P3_persistence,909,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",A peer stressed for several consecutive weeks drains the group pot cumulatively; decay and velocity capture duration the contemporaneous mean discards.,53 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,60.0,24.0,28.0,1-78,87-118,127-156,53.0,4.0,0.2540916732100891,0.5661513770225765,0.2540916732100891,0.5661513770225765,0.4166666666666667,0.3571428571428571,0.0023066495962592,56.0,ok,research_validation
dev|rt_new_stress|B+P4_dest_fragility|seed909,dev,rt_new_stress,B+P4_dest_fragility,909,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Absolute buffer adequacy (buffer / obligation) measures capacity to absorb a liability call; B only has a RELATIVE wealth share.,53 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,60.0,24.0,28.0,1-78,87-118,127-156,53.0,4.0,0.1979166733526403,0.563866283232304,0.1979166733526403,0.563866283232304,0.4166666666666667,0.3571428571428571,0.0023053778908226,51.0,ok,research_validation
dev|rt_new_stress|B+P5_process|seed909,dev,rt_new_stress,B+P5_process,909,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","Propagation as a process: source stress x contractual channel x persistence x destination vulnerability, in one interpretable scalar.",52 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,60.0,24.0,28.0,1-78,87-118,127-156,52.0,4.0,0.2540916732100891,0.5661528685981576,0.2540916732100891,0.5661528685981576,0.4166666666666667,0.3571428571428571,0.002306535697522,55.0,ok,research_validation
dev|rt_new_stress|B+P6_full|seed909,dev,rt_new_stress,B+P6_full,909,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",All research propagation features together; upper bound on what this family can contribute.,61 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,60.0,24.0,28.0,1-78,87-118,127-156,61.0,2.0,0.1563898078118335,0.6063627631139326,0.1563898078118335,0.6063627631139326,0.4166666666666667,0.3571428571428571,0.0023098191597565,18.0,ok,research_validation
holdout|propagation_vulnerability|A|seed1201,holdout,propagation_vulnerability,A,1201,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Individual financial features only; no peer/network context. Lower bound.,43 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_holdout
holdout|propagation_vulnerability|B|seed1201,holdout,propagation_vulnerability,B,1201,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","Individual + network context (M2C Model B, 51 features). The baseline to beat.",51 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_holdout
